Id,Name,TypeDesc,License,LicenseType,Owner,Location,Phone,Status,BeginDate,EndDate,OpenDate,LastInspection,NextInspection,FollowUpDate,ReinspectDate,DateClosed,Complexity,LastInspectionStatus,Address
4888,Chung's,Food Service Establishment,78345,SFE,Ken Jones/Yve Chai Dong,"(42.4223672,-82.961935)",372-5656,OPEN,5/19/14,,,10/12/17,3/11/18,,,,Z,IN COMPLIANCE,"12518 Kelly Rd, Detroit, MI 48224, USA"
4889,Top China One,Food Service Establishment,78536,SFE,Cun Di Chen,"(42.345042,-83.0566163)",313-832-1111,OPEN,7/16/14,,,12/12/17,5/11/18,12/30/1899,12/30/1899,,Z,IN COMPLIANCE,"3157 Woodward Ave, Detroit, MI 48201, USA"
4890,Cafe Al Karar,Other,81134,SFE,Karar Al Murshidy,"(42.33547979999999,-83.0465984)",422-3503,PERMANENTLY CLOSED,,,,4/25/16,9/22/16,5/5/16,12/30/1899,1/1/15,O,NOT IN COMPLIANCE,"1368 Broadway St, Detroit, MI 48226, USA"
4891,Corporate Dining Inc. @ Detroit Building,Food Service Establishment,NKB41416,SFE,Robert Shelby,"(42.3298972,-83.05786719999999)",734-679-5091,PERMANENTLY CLOSED,,,,10/5/15,9/4/16,10/5/15,12/30/1899,,O,NOT IN COMPLIANCE,"1301 3rd Ave #328, Detroit, MI 48226, USA"
4893,Detroit Softy,LHD - Mobile Food Establishmen,38408,SMF,Husain Sofian,"(42.391852,-83.03952500000001)",707-5382,OPEN,,,,6/3/15,6/3/15,12/30/1899,12/30/1899,,Y,IN COMPLIANCE,"4112 Oliver St, Detroit, MI 48211, USA"
4894,Continental Canteen,LHD - Vending,46149,SVN,Steve LaPorte,"(42.3341876,-83.0391382)",,OPEN,,,,,,,,1/27/15,O,,"600 E. Lafayette Blvd, Detroit, MI 48226, USA"
4895,Continental Canteen,LHD - Vending,46150,SVN,Steve LaPorte,"(42.3341876,-83.0391382)",,OPEN,,,,1/20/15,6/3/16,1/30/15,12/30/1899,,O,NOT IN COMPLIANCE,"600 E. Lafayette Blvd, Detroit, MI 48226, USA"
4896,Legend's Grill ,Food Service Establishment,79878,SFE,Mhill Lelshaj,"(42.3447931,-83.03840319999999)",313-502-5152,OPEN,5/30/14,,,8/28/15,,2/25/15,12/30/1899,7/1/15,Z,IN COMPLIANCE,"1429 Gratiot Ave #109, Detroit, MI 48207, USA"
4897,Asaysia,Food Service Establishment,221936,SFE,Asaysia LLC,"(42.3368495,-83.04490969999999)",,Plan Review,,,,,,3/1/18,,,O,,"1452 Brush St, Detroit, MI 48226, USA"
4898,Beach Bar & Grille,Food Service Establishment,78648,SFE,John Lambrecht Jr.,"(42.3315634,-83.0468355)",313-237-7778,PERMANENTLY CLOSED,,,,8/26/15,8/26/15,12/30/1899,12/30/1899,,Y,IN COMPLIANCE,"800 Woodward Ave, Detroit, MI 48226, USA"
4899,Detroit Soft Ice Cream,LHD - Mobile Food Establishmen,38412,SMF,Mohammad Almudhegi,"(42.3349969,-83.18711019999999)",,SEASONAL,,,,,,12/30/1899,12/30/1899,,O,,"6210 Orchard Ave, Dearborn, MI 48126, USA"
4900,Rubbed-Sandwich Shop,Food Service Establishment,79432,SFE,Abbey Markel & Jason Frenkel,"(42.3311556,-83.07390819999999)",313-265-3684,Plan Review,,,,7/26/16,6/26/17,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"2015 Michigan Ave, Detroit, MI 48216, USA"
4901,Stache International,Food Service Establishment,82585,SFE,Stache Enterprises LLC,"(42.3450281,-83.0405858)",313-974-6895,OPEN,3/4/15,,,11/7/17,4/6/18,,,,Z,NOT IN COMPLIANCE,"1416 E Fisher Service Dr, Detroit, MI 48207, USA"
4902,HopCat Detroit,Food Service Establishment,79646,SFE,Barfly Ventures LLC,"(42.3524391,-83.0616)",(313) 769-8828,OPEN,,,,10/10/17,3/9/18,10/20/17,12/30/1899,,Z,NOT IN COMPLIANCE,"4265 Woodward Ave, Detroit, MI 48201, USA"
4903,Babyback's Open Pit,Food Service Establishment,78538,SFE,Elizabeth Harris,"(42.4191796,-83.1406298)",313-340-9500,PERMANENTLY CLOSED,,,,3/2/17,7/30/17,12/30/1899,12/30/1899,4/26/17,Z,IN COMPLIANCE,"17310 Livernois Ave, Detroit, MI 48221, USA"
4904,Gold Cash Gold,Food Service Establishment,79647,SFE,Josh Stockton,"(42.3315992,-83.07543439999999)",242-0770,Plan Review,,,,11/20/17,4/24/18,12/20/17,12/30/1899,,O,NOT IN COMPLIANCE,"2100 Michigan Ave, Detroit, MI 48216, USA"
4905,K.R.M. Enterprise Inc,LHD - Mobile Food Establishmen,Temp0625,,Kelly Pickett,"(42.4259791,-83.147583)",313-377-7487,OPEN,,,,,,,,,O,,"18310 Pennington Dr, Detroit, MI 48221, USA"
4906,"Jose's Tacos, LLC",Food Service Establishment,78723,SFE,Jose Orozco,"(42.3356085,-83.0465933)",313-957-8071,OPEN,,,,9/27/17,2/24/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"218 E Grand River Ave, Detroit, MI 48226, USA"
4907,Javon's Kitchen,Food Service Establishment,78541,SFE,Andrew Jackson,"(42.3946222,-83.1791774)",313-330-8197,PERMANENTLY CLOSED,,,,7/11/17,12/8/17,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"14445 Schaefer Hwy, Detroit, MI 48227, USA"
4908,Los Dos Amigo's 2,LHD - Mobile Food Establishmen,218-336,,Guardado,"(42.3278585,-83.12977959999999)",218-3360,OPEN,,,,1/4/17,1/4/17,,,,O,IN COMPLIANCE,"7115 Parkwood St, Detroit, MI 48210, USA"
4909,Trinosophes,Food Service Establishment,TW1464,,Joel Peterson,"(42.3443287,-83.03769)",313-737-6606,Plan Review,3/6/15,,,,,,,,Y,,"1464 Gratiot Ave, Detroit, MI 48207, USA"
4910,Corporate Dining Services at Detroit Pub,LHD - Vending,46063,SVN,Robert Shelby,"(42.3298972,-83.05786719999999)",248-852-2060,OPEN,,,,9/23/14,2/5/16,12/30/1899,12/30/1899,9/1/16,O,NOT IN COMPLIANCE,"1301 3rd Ave #328, Detroit, MI 48226, USA"
4911,The Bureau of Services for Blind Persons,LHD - Vending,SJ070114,,James Chancy,"(42.32725809999999,-83.0737195)",213-7795,OPEN,,,,10/17/14,,12/30/1899,12/30/1899,9/1/16,O,NOT IN COMPLIANCE,"Detroit, MI 48216, USA"
4912,Punch Bowl Social-Detroit,Food Service Establishment,79690,SFE,Robert Thompson-Seasoned Devel,"(42.3349067,-83.0463869)",749-9742,Plan Review,,,,11/21/17,4/20/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"1331 Broadway St, Detroit, MI 48226, USA"
4913,Wyoming Fresh Fish,Food Service Establishment,ps043015,SFE,Faisal Alshami,"(42.4016956,-83.15992179999999)",313-931-0300,OPEN,,,,8/15/17,1/12/18,8/25/17,,,O,IN COMPLIANCE,"15151 Wyoming Ave, Detroit, MI 48238, USA"
4914,Loyola High School Detroit,Public School,79439,SFE,(DPS) Archdiocese of Detroit  ,"(42.4032501,-83.16680629999999)",313-740-5533,Other,,,,11/16/17,5/15/18,,,,O,IN COMPLIANCE,"15325 Pinehurst St, Detroit, MI 48238, USA"
4915,The Jamaican Pot,Food Service Establishment,78542,SFE,Rosemarie Forrest,"(42.4446507,-83.19122159999999)",313-659-6033,Other,,,,10/18/17,3/17/18,,,,O,IN COMPLIANCE,"14615 Eight Mile Rd, Detroit, MI 48235, USA"
4916,Republic Tavern,Food Service Establishment,79782,SFE,David S Carleton,"(42.3350228,-83.0549522)",313-446-8360,OPEN,,,,9/14/17,2/11/18,10/14/17,12/30/1899,,Z,NOT IN COMPLIANCE,"1942 Grand River Ave, Detroit, MI 48226, USA"
4917,Detroit 75 Kitchen,LHD - Mobile Food Establishmen,38394,SMF,M.NASSAR,"(42.310855,-83.094539)",492-3313,OPEN,7/15/14,,,5/19/17,5/19/17,12/30/1899,12/30/1899,,Y,NOT IN COMPLIANCE,"4800 W Fort St, Detroit, MI 48209, USA"
4918,Pontchartrain Hotel- Top of the Pontch,Food Service Establishment,201920,SFE,Ponchartrain Detroit Hotel LLC,"(42.3279083,-83.0478004)",965-0200,OPEN,,,,10/19/17,3/18/18,10/29/17,12/30/1899,,Z,NOT IN COMPLIANCE,"Crowne Plaza Detroit Downtown Convention Center, 2 Washington Blvd, Detroit, MI 48226, USA"
4919,Shinola Coffee Bar,Food Service Establishment,80848,SFE,Shinola Detroit LLC,"(42.3510044,-83.0650809)",313-285-2390,OPEN,7/18/14,,,11/15/17,10/16/18,,,,Y,NOT IN COMPLIANCE,"441 W Canfield St, Detroit, MI 48201, USA"
4920,Right Production Catering,LHD - Mobile Food Establishmen,2210138,SMF,Keith Garrett,"(42.414039,-83.169)",740-8095,OPEN,,,,7/26/17,7/26/17,,,,O,,"16676 James Couzens Fwy, Detroit, MI 48221, USA"
4921,"Greektown Casino, LLC",Food Service Establishment,PR072114,,Greektown Casino,"(42.3349561,-83.0409075)",313-223-2964,Plan Review,,,,,,,,,O,,"555 E Lafayette St, Detroit, MI 48226, USA"
4922,Tacos Villas,LHD - Mobile Food Establishmen,CM1211,,Maribel Cervantes,"(42.2486662,-83.1768539)",,OPEN,,,,,,,,,O,,"1211 Park Ave, Lincoln Park, MI 48146, USA"
4923,Nicky D's Coney Island ,Food Service Establishment,79472,SFE,,"(42.3897735,-83.1301438)",586-873-0218,OPEN,7/25/14,,,9/20/17,2/17/18,3/31/17,12/30/1899,,O,IN COMPLIANCE,"3357 W Davison St, Detroit, MI 48238, USA"
4924,Cornerstone Health & Tech High School,Charter School,79624,SFE,Cornerstone Charter Schl,"(42.417021,-83.21955229999999)",486-4260,OPEN,10/30/14,,,9/21/17,3/20/18,12/30/1899,12/30/1899,,Z,IN COMPLIANCE,"17351 Southfield Rd, Detroit, MI 48219, USA"
4925,Blanche Kelso Bruce Academy West,Public School,ps072414,,Detroit Board of Education,"(42.3385307,-83.1370851)",313-784-4829,OPEN,7/24/14,,,10/29/14,4/27/15,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"5690 Cecil Ave, Detroit, MI 48210, USA"
4926,"Boggs, James & Grace Lee",Public School,78755,SFE,Detroit Board of Education,"(42.361044,-83.0331587)",313-923-2301,OPEN,7/24/14,,,12/7/17,6/5/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"4141 Mitchell St, Detroit, MI 48207, USA"
4927,Davis Aerospace Tech High @ Golightly Te,Public School,79466,SFE,Detroit Board of Education,"(42.3698466,-82.951332)",578-7220,OPEN,7/24/14,,,11/15/17,5/14/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"900 Dickerson Ave, Detroit, MI 48215, USA"
4928,Cranes on Broadway,Food Service Establishment,79258,SFE,Compass Group USA Inc,"(42.33609560000001,-83.0496041)",313-410-9574,PERMANENTLY CLOSED,7/28/14,,,9/2/15,8/22/16,12/30/1899,12/30/1899,3/30/16,O,IN COMPLIANCE,"M@dison Building, 1555 Broadway St, Detroit, MI 48226, USA"
4929,Urban Elixirs Juice Bar,Food Service Establishment,79477,SFE,Heidi Norfleet,"(42.4150122,-83.23282549999999)",313-766-6470,Plan Review,7/29/14,,,6/13/17,5/14/18,12/30/1899,12/30/1899,,Y,NOT IN COMPLIANCE,"19335 W McNichols Rd, Detroit, MI 48219, USA"
4930,Great Lakes Coffee Beanery,Food Service Establishment,81263,SFE,Dennis Zoma,"(42.3502515,-83.05518289999999)",313-833-2000,OPEN,,,,2/21/17,1/22/18,3/3/17,,,Y,NOT IN COMPLIANCE,"311 Mack Ave, Detroit, MI 48201, USA"
4931,Detroit's Potato Lady Express,Food Service Establishment,DB073114,,Darla Wilson,"(42.4168787,-83.1769795)",313-903-3331,OPEN,7/31/14,,,8/4/14,1/1/15,8/4/14,12/30/1899,2/1/15,Z,IN COMPLIANCE,"13330 W McNichols Rd, Detroit, MI 48235, USA"
4932,Dove Academy of Detroit,Non-Public School,79852,SFE,Varietyfoods,"(42.44152,-83.0664639)",313-366-9110,Plan Review,,,,11/14/17,4/13/18,11/24/17,12/30/1899,,O,IN COMPLIANCE,"20001 Wexford St, Detroit, MI 48234, USA"
4933,Sweet Lorraine's Fabulous Mac n' Cheez,Food Service Establishment,201906,SFE,Randy Dickow,"(42.3295852,-83.039529)",656-4838,OPEN,,,,8/1/17,7/2/18,12/30/1899,12/30/1899,,Y,IN COMPLIANCE,"200 Renaissance Center, Detroit, MI 48243, USA"
4934,Nicky D's Coney Island,Food Service Establishment,78813,SFE,Kol Dushi,"(42.344325,-83.129188)",313-895-0000,PERMANENTLY CLOSED,,,,1/13/16,6/11/16,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"6211 W Warren Ave, Detroit, MI 48210, USA"
4935,Chef Malek Market,Food Service Establishment,NK81314,,Mansor Almoslemawi,"(42.3437299,-83.210066)",313-289-5313,New owner/complete reconstruct,,,,,,12/30/1899,12/30/1899,,Z,NOT IN COMPLIANCE,"16840 W Warren Ave, Detroit, MI 48228, USA"
4936,Checker's Drive In Restuarant,Food Service Establishment,81138,SFE,Paul Amell,"(42.412772,-82.94238500000002)",313-647-4262,Plan Review,,,,1/17/18,12/18/18,1/27/18,12/30/1899,,O,IN COMPLIANCE,"16511 Harper Ave, Detroit, MI 48224, USA"
4937,Johnnie's Coney Island,Food Service Establishment,79085,SFE,Don Ujkic,"(42.3299779,-83.14943)",586-339-8860,PERMANENTLY CLOSED,,,,8/28/14,1/25/15,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"8740 Michigan Ave, Detroit, MI 48210, USA"
4938,UFO Factory,Food Service Establishment,81268,SFE,,"(42.3321918,-83.06698899999999)",313-610-6217,Plan Review,,,,7/7/17,6/7/18,12/30/1899,12/30/1899,,Y,IN COMPLIANCE,"2110 Trumbull Ave, Detroit, MI 48216, USA"
4939,Batch Brewing Company,Food Service Establishment,79876,SFE,Stephen Roginson,"(42.32852,-83.063363)",248-506-5904,OPEN,,,,10/24/17,9/24/18,11/23/17,12/30/1899,,O,IN COMPLIANCE,"1408 Porter St, Detroit, MI 48216, USA"
4940,P's/Chill,Food Service Establishment,ps090314,,Penny DeVaull,"(42.33559839999999,-83.0264468)",,Plan Review,,,,,,,,,O,,"2000 Woodbridge St, Detroit, MI 48207, USA"
4941,Jolly Pumpkin Pizzeria,Food Service Establishment,80179,SFE,Jon A. Carlson,"(42.3510044,-83.0650809)",313-262-6115,OPEN,,,,1/19/18,6/18/18,,,,Z,NOT IN COMPLIANCE,"441 W Canfield St, Detroit, MI 48201, USA"
4942,Spirit of Hope Church,Food Service Establishment,xxx1519,SFE,Matthew Bode,"(42.3664506,-83.0737195)",964-3113,OPEN,9/1/14,,,9/10/14,9/10/14,9/20/14,12/30/1899,,Z,NOT IN COMPLIANCE,"Detroit, MI 48202, USA"
4943,Checkers Restaurant,Food Service Establishment,79502,SFE,Nicole Wilski,"(42.3547658,-83.0622558)",313-831-1268,OPEN,1/14/14,,,12/5/17,11/5/18,12/30/1899,12/30/1899,,Y,NOT IN COMPLIANCE,"4662 Woodward Ave, Detroit, MI 48201, USA"
5225,Harlem Fresh Fish & Chicken LLC,Food Service Establishment,203402,SFE,Moammar Alhalmi,"(42.3573551,-83.1100645)",313-926-1833,OPEN,4/27/16,,,10/3/17,3/2/18,10/13/17,,,Z,,"7320 Grand River Ave, Detroit, MI 48204, USA"
5226,Calexico,Food Service Establishment,203384,SFE,Randy Dickow,"(42.3329234,-83.0472702)",(586) 277-5847,OPEN,8/2/16,,,9/21/17,2/18/18,,,,Z,,"1040 Woodward Ave, Detroit, MI 48226, USA"
5227,Al Namer Fish & Seafood #2 LLC,Food Service Establishment,103134,,,"(42.38976419999999,-82.9735608)",331-8001,OPEN,4/18/16,,,9/15/16,2/12/17,12/30/1899,12/30/1899,,Z,,"12332 E Warren Ave, Detroit, MI 48215, USA"
5228,All Star Fish & Seafood Inc.,Food Service Establishment,203370,SFE,Nagmuddin Pady,"(42.3860511,-83.1984609)",313-272-1800,OPEN,4/18/16,,,1/25/18,6/24/18,2/4/18,,,Z,,"13585 Greenfield Rd, Detroit, MI 48227, USA"
5229,Big Star Fish & Seafood Inc.,Food Service Establishment,203386,SFE,,"(42.39420579999999,-83.1991855)",272-9131,NOT THE JURISDICTION OF DHWP,4/18/16,,,11/8/16,4/7/17,2/6/17,12/30/1899,,Z,,"15540 Grand River Ave, Detroit, MI 48227, USA"
4945,N. KuyKendall LLC,LHD - Special Transitory Food,ps091814,,Nancy KuyKendall,"(42.383708,-82.998048)",313-704-7992,Plan Review,,,,,,,,,O,,"5119 Cadillac Ave, Detroit, MI 48213, USA"
4946,Dominos Pizza,Food Service Establishment,80180,SFE,Randy Asmar,"(42.3293531,-83.0470033)",962-9100,OPEN,9/24/14,,,3/29/17,2/27/18,4/8/17,12/30/1899,,Y,NOT IN COMPLIANCE,"Buhl Building, 535 Griswold St, Detroit, MI 48226, USA"
4947,Lunch Lady,Other,38411,SMF,Renetta Dobson,"(42.4085055,-83.2194595)",,OPEN,,,,,,,,,O,NOT IN COMPLIANCE,"16100 Ashton Ave, Detroit, MI 48219, USA"
4948,Tara Lawson,LHD - Mobile Food Establishmen,38410,SMF,Tara Lawson,"(42.2627344,-83.1941841)",,Other,,,,,,,,,X,,"14648 Euclid Ave, Allen Park, MI 48101, USA"
4949,Frontier International Academy,Non-Public School,81163,SFE,Rushdi Issa,"(42.41226200000001,-83.058049)",313-462-6300,Plan Review,,,,11/3/17,4/2/18,,,,O,IN COMPLIANCE,"13200 Conant St, Hamtramck, MI 48212, USA"
4950,Addison Eatery LLC,Food Service Establishment,79640,SFE,Maurice Wiggins,"(42.344409,-83.05616500000001)",313-823-3111,OPEN,,,,10/15/14,3/14/15,10/15/14,12/30/1899,4/30/15,O,IN COMPLIANCE,"3111 Woodward Ave, Detroit, MI 48201, USA"
4951,Det. Delta Prep. Acad for Social Justice,Non-Public School,79440,SFE,Detroit Board of Education,"(42.3443902,-83.06709390000002)",313-638-1444,OPEN,,,,10/4/17,4/2/18,10/14/17,12/30/1899,,O,NOT IN COMPLIANCE,"3550 John C Lodge Fwy, Detroit, MI 48201, USA"
4952,Rose's Fine Food,Food Service Establishment,79473,SFE,Lucy Carnaghi,"(42.3640523,-82.9773415)",313-309-7947,OPEN,,,,11/17/17,4/16/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"10551 E Jefferson Ave, Detroit, MI 48214, USA"
4953,"The Red Hook, Detroit, LLC",Food Service Establishment,81151,SFE,Sandra Heaselgrave,"(42.35520340000001,-82.9970218)",718-964-3729,Plan Review,,,,1/9/18,12/10/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"8025 Agnes St, Detroit, MI 48214, USA"
4954,Freshii ,Food Service Establishment,202833,SFE,Randy Dickow,"(42.3320484,-83.0475706)",313-237-0700,OPEN,,,,11/14/17,4/13/18,11/24/17,12/30/1899,,Z,IN COMPLIANCE,"1001 Woodward Building, Woodward Ave, Detroit, MI 48226, USA"
4955,Mid-Town Kabob House,Food Service Establishment,79257,SFE,Jameel Aljumeril,"(42.3520293,-83.0674713)",313-262-6204,OPEN,,,,10/22/14,3/21/15,12/30/1899,12/30/1899,3/25/15,Z,NOT IN COMPLIANCE,"4445 2nd Ave, Detroit, MI 48201, USA"
4956,Falafill,Food Service Establishment,81082,SFE,Adel Fardoun,"(42.3520159,-83.06064839999999)",313-338-3574,OPEN,2/4/15,,,9/6/17,2/3/18,,,9/6/17,Z,NOT IN COMPLIANCE,"4206 Woodward Ave, Detroit, MI 48201, USA"
4957,Cornerstone Barrel House,Food Service Establishment,81166,SFE,313 Entertainment Group LLC,"(42.3350087,-83.048948)",313-338-3238,OPEN,10/6/14,,,9/8/17,2/5/18,9/18/17,12/30/1899,,Z,,"1456 Woodward Ave, Detroit, MI 48226, USA"
4958,Don Bosco Hall/YouthVille Detroit,Other,79847,SFE,Don Bosco Hall,"(42.3710835,-83.0740405)",313-869-2200,OPEN,10/8/14,,,4/25/17,10/22/17,,,4/25/17,O,NOT IN COMPLIANCE,"7375 Woodward Ave, Detroit, MI 48202, USA"
4959,Cheng's Garden,Food Service Establishment,79434,SFE,Zhao Ming Cheng,"(42.4152803,-83.2202981)",535-3300,Plan Review,,,,12/19/17,5/18/18,,,,Z,IN COMPLIANCE,"18205 W McNichols Rd, Detroit, MI 48219, USA"
4960,El Parian Commissary,Food Service Establishment,37164,SMC,Nancy Diaz,"(42.3047437,-83.1295712)",676-0260,OPEN,3/1/15,,,10/31/17,3/30/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1633 Lawndale St, Detroit, MI 48209, USA"
4961,New Harper Seafood & Chicken,Food Service Establishment,79499,SFE,Theopolis Burdine,"(42.40164,-82.97554629999999)",(313) 466-3088,OPEN,,,,10/18/17,3/17/18,10/28/17,12/30/1899,,O,IN COMPLIANCE,"12715 Harper Ave, Detroit, MI 48213, USA"
4962,Motor City Java & Tea House LLC,Food Service Establishment,PR1029,SFE,Tonya Murphy,"(42.4170537,-83.2575006)",313-766-7578,Plan Review,,,,,,8/7/15,12/30/1899,,O,IN COMPLIANCE,"17336 Lahser Rd, Detroit, MI 48219, USA"
4963,Starbucks Coffee Co.,Food Service Establishment,PR1030,,Kyle Bock,"(42.3296476,-83.03954759999999)",313-568-8400,Plan Review,,,,,,,,,O,,"200 Renaissance Center, Detroit, MI 48243, USA"
4964,Detroit City Distillery,Food Service Establishment,203373,SFE,Michael Forsyth,"(42.3463445,-83.03810949999999)",313-338-3760,OPEN,3/6/15,,,9/19/17,8/20/18,12/30/1899,12/30/1899,,Y,,"2462 Riopelle St, Detroit, MI 48207, USA"
4965,Bozii Restaurants Corp,Food Service Establishment,80073,SFE,Pangeo Holdings (USA) Group,"(42.3283711,-83.0399666)",656-4917,PERMANENTLY CLOSED,,,,7/20/16,6/20/17,12/30/1899,12/30/1899,,Y,IN COMPLIANCE,"400 Renaissance Center, Detroit, MI 48243, USA"
4966,Rincon Tropical,Food Service Establishment,202874,SFE,Lizaida/Riquelmi Moreno,"(42.3314195,-83.12441559999999)",313-334-8526,OPEN,,,,9/18/17,2/15/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"6538 Michigan Ave, Detroit, MI 48210, USA"
4967,Southern Style Bar-B-Que & Soul Food,Food Service Establishment,ps111314,,James Seays,"(42.4347822,-83.0245958)",313-740-9131,Other,,,,12/5/14,5/4/15,12/5/14,12/30/1899,,O,NOT IN COMPLIANCE,"19153 Van Dyke Ave, Detroit, MI 48234, USA"
4980,MGM Grand Casino- Axis,Food Service Establishment,RT06144,SFE,MGM Grand Casino,"(42.3330705,-83.0595589)",313-465-1777,OPEN,11/24/14,,,3/2/17,1/31/18,12/30/1899,12/30/1899,,X,IN COMPLIANCE,"1777 3rd Ave, Detroit, MI 48226, USA"
4981,Market Fresh Deli,Food Service Establishment,218092,SFE,Raymond Floyd,"(42.3652298,-83.21882310000001)",,OPEN,,,,12/12/17,5/11/18,,,,O,,"18200 W Chicago, Detroit, MI 48228, USA"
4982,Detroit Receiving Hospital,Food Service Establishment,80847,SFE,Sodexo,"(42.3533835,-83.0556941)",,OPEN,11/26/14,,,7/7/17,12/4/17,7/17/17,,,Z,NOT IN COMPLIANCE,"University Health Center, 4201 St Antoine St, Detroit, MI 48201, USA"
4983,Iraqi Bakery and Carry Out,Food Service Establishment,79875,SFE,Hasan Baher,"(42.3436482,-83.2130474)",313-581-7970,OPEN,,,,10/5/17,3/4/18,10/15/17,,,Z,NOT IN COMPLIANCE,"17022 W Warren Ave, Detroit, MI 48228, USA"
4984,Four Seasons Catering LLC,Other,79693,SFE,Armand Ruda,"(42.3503361,-82.9937484)",586-222-2229,OPEN,,,,1/25/18,6/29/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"8000 E Jefferson Ave, Detroit, MI 48214, USA"
5195,Smokey's Pizza Ribs & More,Food Service Establishment,203405,SFE,Sirwan Jebbo,"(42.35113020000001,-83.1961291)",551-5189,OPEN,,,,,,,,1/25/17,Y,,"8004 Greenfield Rd, Detroit, MI 48228, USA"
5196,Captain Jay's Fish & Chicken #113,Food Service Establishment,200012,SFE,Abdallah Sheik,"(42.4121747,-83.2527753)",534-3333,Plan Review,,,,9/29/16,9/29/16,12/30/1899,12/30/1899,,O,,"21431 Grand River Ave, Detroit, MI 48219, USA"
5197,Cliff's Cart LLC,LHD - Mobile Food Establishmen,ps031616,,Clifton Whatley Jr.,"(42.3363907,-83.34719079999999)",,Plan Review,,,,,,12/30/1899,12/30/1899,,O,,"30915 Warren Rd #12, Westland, MI 48185, USA"
5198,Bigalora Wood Fired Cucina,Food Service Establishment,204141,SFE,Bigalora Concessions LLC ,"(42.3520287,-83.0571597)",313-324-8250,PERMANENTLY CLOSED,9/7/16,,,11/8/17,4/7/18,12/30/1899,12/30/1899,11/27/17,Z,,"3990 John R St, Detroit, MI 48201, USA"
5199,Riverwalk Cafe Carousel,Food Service Establishment,80857,SFE,Michael J. Nowinski,"(42.3304259,-83.0318999)",,SEASONAL,,,,6/13/17,5/14/18,12/30/1899,12/30/1899,,Y,,"1340 Atwater St, Detroit, MI 48207, USA"
4970,Total Vending ,LHD - Vending,46153,SVN,Joann Trevisan,"(42.3723934,-83.06159459999999)",,OPEN,,,,,,,,9/1/16,O,,"950 E Milwaukee St, Detroit, MI 48211, USA"
4972,Punch Bowl 360 Bar,Food Service Establishment,79691,SFE,Robert Thompson,"(42.3349067,-83.0463869)",749-9742,OPEN,,,,11/21/17,4/20/18,12/1/17,12/30/1899,,O,IN COMPLIANCE,"1331 Broadway St, Detroit, MI 48226, USA"
4973,Punch Bowl VIP,Food Service Establishment,79692,SFE,Robert Thompson,"(42.3349067,-83.0463869)",749-9742,OPEN,,,,11/21/17,4/20/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1331 Broadway St, Detroit, MI 48226, USA"
4974,Motor City Sweet Shop,Food Service Establishment,218089,SFE,"Courtney R. Brown, Jr.","(42.430027,-83.2086829)",313-836-6861,SEASONAL,,,,7/17/17,6/17/18,12/30/1899,12/30/1899,,Y,NOT IN COMPLIANCE,"16311 W Seven Mile Rd, Detroit, MI 48235, USA"
4975,Aloft Detroit W XYZ,Food Service Establishment,79648,SFE,Whitney Master Tenant LLC,"(42.3356157,-83.050527)",237-1700,OPEN,7/1/15,,,3/29/17,2/27/18,12/30/1899,12/30/1899,,Y,NOT IN COMPLIANCE,"David Whitney Building, 1 Park Ave, Detroit, MI 48226, USA"
4976,Maxine's Southern Kitchen,Food Service Establishment,ps110714,,Latavia Parker,"(42.433026,-83.0727572)",305-7635,PERMANENTLY CLOSED,,,,12/11/14,12/11/14,12/11/14,,,O,NOT IN COMPLIANCE,"2955 Seven Mile E, Detroit, MI 48234, USA"
4977,Jungle Juice,Food Service Establishment,82490,SFE,,"(42.3839005,-82.97838089999999)",313-530-5149,OPEN,,,,10/17/17,9/17/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"4000 St Jean St, Detroit, MI 48214, USA"
